tier,city,reference,bin_lo_m,n
0.30,bend,dominant,-1,153
0.30,bend,dominant,-0.95,18
0.30,bend,dominant,-0.9,28
0.30,bend,dominant,-0.85,33
0.30,bend,dominant,-0.8,33
0.30,bend,dominant,-0.75,34
0.30,bend,dominant,-0.7,44
0.30,bend,dominant,-0.65,77
0.30,bend,dominant,-0.6,93
0.30,bend,dominant,-0.55,109
0.30,bend,dominant,-0.5,165
0.30,bend,dominant,-0.45,224
0.30,bend,dominant,-0.4,302
0.30,bend,dominant,-0.35,385
0.30,bend,dominant,-0.3,583
0.30,bend,dominant,-0.25,825
0.30,bend,dominant,-0.2,1250
0.30,bend,dominant,-0.15,1841
0.30,bend,dominant,-0.1,2583
0.30,bend,dominant,-0.05,3317
0.30,bend,dominant,0,4705
0.30,bend,dominant,0.05,4473
0.30,bend,dominant,0.1,3609
0.30,bend,dominant,0.15,2797
0.30,bend,dominant,0.2,2190
0.30,bend,dominant,0.25,1562
0.30,bend,dominant,0.3,1173
0.30,bend,dominant,0.35,824
0.30,bend,dominant,0.4,608
0.30,bend,dominant,0.45,495
0.30,bend,dominant,0.5,344
0.30,bend,dominant,0.55,229
0.30,bend,dominant,0.6,220
0.30,bend,dominant,0.65,141
0.30,bend,dominant,0.7,125
0.30,bend,dominant,0.75,89
0.30,bend,dominant,0.8,97
0.30,bend,dominant,0.85,57
0.30,bend,dominant,0.9,48
0.30,bend,dominant,0.95,333
0.30,bend,local,-1,12
0.30,bend,local,-0.95,2
0.30,bend,local,-0.9,4
0.30,bend,local,-0.85,6
0.30,bend,local,-0.8,13
0.30,bend,local,-0.75,6
0.30,bend,local,-0.7,11
0.30,bend,local,-0.65,27
0.30,bend,local,-0.6,30
0.30,bend,local,-0.55,33
0.30,bend,local,-0.5,49
0.30,bend,local,-0.45,88
0.30,bend,local,-0.4,131
0.30,bend,local,-0.35,195
0.30,bend,local,-0.3,294
0.30,bend,local,-0.25,476
0.30,bend,local,-0.2,869
0.30,bend,local,-0.15,1623
0.30,bend,local,-0.1,2679
0.30,bend,local,-0.05,3976
0.30,bend,local,0,7209
0.30,bend,local,0.05,6000
0.30,bend,local,0.1,4090
0.30,bend,local,0.15,2777
0.30,bend,local,0.2,1771
0.30,bend,local,0.25,1131
0.30,bend,local,0.3,805
0.30,bend,local,0.35,566
0.30,bend,local,0.4,365
0.30,bend,local,0.45,261
0.30,bend,local,0.5,153
0.30,bend,local,0.55,109
0.30,bend,local,0.6,88
0.30,bend,local,0.65,56
0.30,bend,local,0.7,42
0.30,bend,local,0.75,32
0.30,bend,local,0.8,28
0.30,bend,local,0.85,23
0.30,bend,local,0.9,13
0.30,bend,local,0.95,84
0.30,bend,local_level,-1,1
0.30,bend,local_level,-0.85,1
0.30,bend,local_level,-0.75,1
0.30,bend,local_level,-0.65,3
0.30,bend,local_level,-0.55,2
0.30,bend,local_level,-0.5,2
0.30,bend,local_level,-0.45,4
0.30,bend,local_level,-0.4,6
0.30,bend,local_level,-0.35,7
0.30,bend,local_level,-0.3,9
0.30,bend,local_level,-0.25,10
0.30,bend,local_level,-0.2,22
0.30,bend,local_level,-0.15,64
0.30,bend,local_level,-0.1,121
0.30,bend,local_level,-0.05,262
0.30,bend,local_level,0,1846
0.30,bend,local_level,0.05,1579
0.30,bend,local_level,0.1,1292
0.30,bend,local_level,0.15,1042
0.30,bend,local_level,0.2,757
0.30,bend,local_level,0.25,533
0.30,bend,local_level,0.3,401
0.30,bend,local_level,0.35,283
0.30,bend,local_level,0.4,190
0.30,bend,local_level,0.45,134
0.30,bend,local_level,0.5,91
0.30,bend,local_level,0.55,61
0.30,bend,local_level,0.6,42
0.30,bend,local_level,0.65,24
0.30,bend,local_level,0.7,24
0.30,bend,local_level,0.75,14
0.30,bend,local_level,0.8,13
0.30,bend,local_level,0.85,9
0.30,bend,local_level,0.9,8
0.30,bend,local_level,0.95,37
0.30,bend,local_nonlevel,-1,11
0.30,bend,local_nonlevel,-0.95,2
0.30,bend,local_nonlevel,-0.9,4
0.30,bend,local_nonlevel,-0.85,5
0.30,bend,local_nonlevel,-0.8,13
0.30,bend,local_nonlevel,-0.75,5
0.30,bend,local_nonlevel,-0.7,11
0.30,bend,local_nonlevel,-0.65,24
0.30,bend,local_nonlevel,-0.6,30
0.30,bend,local_nonlevel,-0.55,31
0.30,bend,local_nonlevel,-0.5,47
0.30,bend,local_nonlevel,-0.45,84
0.30,bend,local_nonlevel,-0.4,125
0.30,bend,local_nonlevel,-0.35,188
0.30,bend,local_nonlevel,-0.3,285
0.30,bend,local_nonlevel,-0.25,466
0.30,bend,local_nonlevel,-0.2,847
0.30,bend,local_nonlevel,-0.15,1559
0.30,bend,local_nonlevel,-0.1,2558
0.30,bend,local_nonlevel,-0.05,3714
0.30,bend,local_nonlevel,0,5363
0.30,bend,local_nonlevel,0.05,4421
0.30,bend,local_nonlevel,0.1,2798
0.30,bend,local_nonlevel,0.15,1735
0.30,bend,local_nonlevel,0.2,1014
0.30,bend,local_nonlevel,0.25,598
0.30,bend,local_nonlevel,0.3,404
0.30,bend,local_nonlevel,0.35,283
0.30,bend,local_nonlevel,0.4,175
0.30,bend,local_nonlevel,0.45,127
0.30,bend,local_nonlevel,0.5,62
0.30,bend,local_nonlevel,0.55,48
0.30,bend,local_nonlevel,0.6,46
0.30,bend,local_nonlevel,0.65,32
0.30,bend,local_nonlevel,0.7,18
0.30,bend,local_nonlevel,0.75,18
0.30,bend,local_nonlevel,0.8,15
0.30,bend,local_nonlevel,0.85,14
0.30,bend,local_nonlevel,0.9,5
0.30,bend,local_nonlevel,0.95,47
0.30,gainesville,dominant,-1,59
0.30,gainesville,dominant,-0.95,21
0.30,gainesville,dominant,-0.9,11
0.30,gainesville,dominant,-0.85,15
0.30,gainesville,dominant,-0.8,19
0.30,gainesville,dominant,-0.75,33
0.30,gainesville,dominant,-0.7,38
0.30,gainesville,dominant,-0.65,53
0.30,gainesville,dominant,-0.6,58
0.30,gainesville,dominant,-0.55,81
0.30,gainesville,dominant,-0.5,66
0.30,gainesville,dominant,-0.45,90
0.30,gainesville,dominant,-0.4,116
0.30,gainesville,dominant,-0.35,198
0.30,gainesville,dominant,-0.3,203
0.30,gainesville,dominant,-0.25,336
0.30,gainesville,dominant,-0.2,535
0.30,gainesville,dominant,-0.15,753
0.30,gainesville,dominant,-0.1,1157
0.30,gainesville,dominant,-0.05,1700
0.30,gainesville,dominant,0,2250
0.30,gainesville,dominant,0.05,1889
0.30,gainesville,dominant,0.1,1321
0.30,gainesville,dominant,0.15,904
0.30,gainesville,dominant,0.2,591
0.30,gainesville,dominant,0.25,412
0.30,gainesville,dominant,0.3,286
0.30,gainesville,dominant,0.35,195
0.30,gainesville,dominant,0.4,160
0.30,gainesville,dominant,0.45,96
0.30,gainesville,dominant,0.5,89
0.30,gainesville,dominant,0.55,65
0.30,gainesville,dominant,0.6,47
0.30,gainesville,dominant,0.65,47
0.30,gainesville,dominant,0.7,28
0.30,gainesville,dominant,0.75,28
0.30,gainesville,dominant,0.8,29
0.30,gainesville,dominant,0.85,19
0.30,gainesville,dominant,0.9,15
0.30,gainesville,dominant,0.95,66
0.30,gainesville,local,-1,12
0.30,gainesville,local,-0.95,1
0.30,gainesville,local,-0.9,1
0.30,gainesville,local,-0.85,2
0.30,gainesville,local,-0.8,3
0.30,gainesville,local,-0.75,11
0.30,gainesville,local,-0.7,4
0.30,gainesville,local,-0.65,14
0.30,gainesville,local,-0.6,11
0.30,gainesville,local,-0.55,22
0.30,gainesville,local,-0.5,26
0.30,gainesville,local,-0.45,32
0.30,gainesville,local,-0.4,65
0.30,gainesville,local,-0.35,101
0.30,gainesville,local,-0.3,129
0.30,gainesville,local,-0.25,212
0.30,gainesville,local,-0.2,399
0.30,gainesville,local,-0.15,690
0.30,gainesville,local,-0.1,1215
0.30,gainesville,local,-0.05,2092
0.30,gainesville,local,0,2975
0.30,gainesville,local,0.05,2243
0.30,gainesville,local,0.1,1397
0.30,gainesville,local,0.15,802
0.30,gainesville,local,0.2,477
0.30,gainesville,local,0.25,328
0.30,gainesville,local,0.3,235
0.30,gainesville,local,0.35,145
0.30,gainesville,local,0.4,103
0.30,gainesville,local,0.45,68
0.30,gainesville,local,0.5,57
0.30,gainesville,local,0.55,41
0.30,gainesville,local,0.6,25
0.30,gainesville,local,0.65,31
0.30,gainesville,local,0.7,14
0.30,gainesville,local,0.75,9
0.30,gainesville,local,0.8,10
0.30,gainesville,local,0.85,12
0.30,gainesville,local,0.9,8
0.30,gainesville,local,0.95,28
0.30,gainesville,local_level,-1,4
0.30,gainesville,local_level,-0.75,3
0.30,gainesville,local_level,-0.5,2
0.30,gainesville,local_level,-0.35,4
0.30,gainesville,local_level,-0.3,1
0.30,gainesville,local_level,-0.25,1
0.30,gainesville,local_level,-0.2,1
0.30,gainesville,local_level,-0.15,7
0.30,gainesville,local_level,-0.1,15
0.30,gainesville,local_level,-0.05,25
0.30,gainesville,local_level,0,224
0.30,gainesville,local_level,0.05,235
0.30,gainesville,local_level,0.1,206
0.30,gainesville,local_level,0.15,172
0.30,gainesville,local_level,0.2,106
0.30,gainesville,local_level,0.25,93
0.30,gainesville,local_level,0.3,82
0.30,gainesville,local_level,0.35,53
0.30,gainesville,local_level,0.4,50
0.30,gainesville,local_level,0.45,31
0.30,gainesville,local_level,0.5,30
0.30,gainesville,local_level,0.55,21
0.30,gainesville,local_level,0.6,11
0.30,gainesville,local_level,0.65,17
0.30,gainesville,local_level,0.7,6
0.30,gainesville,local_level,0.75,4
0.30,gainesville,local_level,0.8,2
0.30,gainesville,local_level,0.85,3
0.30,gainesville,local_level,0.9,3
0.30,gainesville,local_level,0.95,10
0.30,gainesville,local_nonlevel,-1,8
0.30,gainesville,local_nonlevel,-0.95,1
0.30,gainesville,local_nonlevel,-0.9,1
0.30,gainesville,local_nonlevel,-0.85,2
0.30,gainesville,local_nonlevel,-0.8,3
0.30,gainesville,local_nonlevel,-0.75,8
0.30,gainesville,local_nonlevel,-0.7,4
0.30,gainesville,local_nonlevel,-0.65,14
0.30,gainesville,local_nonlevel,-0.6,11
0.30,gainesville,local_nonlevel,-0.55,22
0.30,gainesville,local_nonlevel,-0.5,24
0.30,gainesville,local_nonlevel,-0.45,32
0.30,gainesville,local_nonlevel,-0.4,65
0.30,gainesville,local_nonlevel,-0.35,97
0.30,gainesville,local_nonlevel,-0.3,128
0.30,gainesville,local_nonlevel,-0.25,211
0.30,gainesville,local_nonlevel,-0.2,398
0.30,gainesville,local_nonlevel,-0.15,683
0.30,gainesville,local_nonlevel,-0.1,1200
0.30,gainesville,local_nonlevel,-0.05,2067
0.30,gainesville,local_nonlevel,0,2751
0.30,gainesville,local_nonlevel,0.05,2008
0.30,gainesville,local_nonlevel,0.1,1191
0.30,gainesville,local_nonlevel,0.15,630
0.30,gainesville,local_nonlevel,0.2,371
0.30,gainesville,local_nonlevel,0.25,235
0.30,gainesville,local_nonlevel,0.3,153
0.30,gainesville,local_nonlevel,0.35,92
0.30,gainesville,local_nonlevel,0.4,53
0.30,gainesville,local_nonlevel,0.45,37
0.30,gainesville,local_nonlevel,0.5,27
0.30,gainesville,local_nonlevel,0.55,20
0.30,gainesville,local_nonlevel,0.6,14
0.30,gainesville,local_nonlevel,0.65,14
0.30,gainesville,local_nonlevel,0.7,8
0.30,gainesville,local_nonlevel,0.75,5
0.30,gainesville,local_nonlevel,0.8,8
0.30,gainesville,local_nonlevel,0.85,9
0.30,gainesville,local_nonlevel,0.9,5
0.30,gainesville,local_nonlevel,0.95,18
0.30,paterson,dominant,-1,506
0.30,paterson,dominant,-0.95,42
0.30,paterson,dominant,-0.9,37
0.30,paterson,dominant,-0.85,53
0.30,paterson,dominant,-0.8,51
0.30,paterson,dominant,-0.75,83
0.30,paterson,dominant,-0.7,100
0.30,paterson,dominant,-0.65,115
0.30,paterson,dominant,-0.6,141
0.30,paterson,dominant,-0.55,161
0.30,paterson,dominant,-0.5,203
0.30,paterson,dominant,-0.45,236
0.30,paterson,dominant,-0.4,280
